disease,text
eczema,"Symptoms include red, inflamed rash with small bumps at on the face and scalp (common in babies). The individual experiences social discomfort and reduced quality of life — the eczema is variable, with periods of calm and sudden flare-ups and may be triggered by hot showers or harsh cleansers."
eczema,On the palms and soles show areas of skin that are tender and sore; patient notes they reports anxiety and frustration about frequent flare-ups. This is typically mild and intermittent and often worse in dry or cold weather.
eczema,"Presentation: thickened, leathery skin from repeated scratching on around the eyes and eyelids. Patient feels unbearably itchy, especially at night. Course: severe and persistent; commonly sometimes flares after infections or insect bites."
eczema,"Intensely itchy, dry and scaly patches of skin appearing inside the elbows and behind the knees. The patient experiences sharp stinging when skin is broken and describes the disease as moderate with frequent flares. Linked to exposure to allergens like dust and pollen."
eczema,"Dry, cracked skin that may bleed or ooze appearing on the hands and fingers. The patient reports anxiety and frustration about frequent flare-ups and describes the disease as chronic, requiring ongoing moisturization and care. Can worsen during periods of hormonal change."
eczema,"Symptoms include dry, cracked skin that may bleed or ooze at on the hands and fingers. The individual feels unbearably itchy, especially at night — the eczema is severe and persistent and can be aggravated by certain fabrics like wool."
eczema,"Presentation: skin that flakes, crusts, or forms scabs on on exposed areas like the forearms. Patient feels the skin is tight and raw after scratching. Course: severe and persistent; commonly may be triggered by hot showers or harsh cleansers."
eczema,Symptoms include patches of skin that are rough and scaly at on the palms and soles. The individual feels restless and loses sleep due to the itch — the eczema is moderate with frequent flares and may flare with stress or lack of sleep.
eczema,"The patient has intensely itchy, dry and scaly patches of skin located on the neck and chest; the person experiences sharp stinging when skin is broken. The condition is moderate with frequent flares and sometimes worsened by sweating or heat."
eczema,"The patient has clusters of small, itchy bumps that may become raw located in skin creases and folds; the person feels self-conscious and embarrassed about visible patches. The condition is mild and intermittent and linked to exposure to allergens like dust and pollen."
eczema,"On the wrists and ankles show areas of skin that are tender and sore; patient notes they feels the skin is tight and raw after scratching. This is typically chronic, requiring ongoing moisturization and care and often worse in dry or cold weather."
eczema,"Symptoms include intensely itchy, dry and scaly patches of skin at on the hands and fingers. The individual feels unbearably itchy, especially at night — the eczema is mild and intermittent and frequently triggered by soaps, detergents, or fragrances."
